"","Creek","Date","WY","ppt","t_max","t_min","t_avg","vpd_min","vpd_max"
"19063","CEDEN Spanish Creek below Greenhorn Creek",2009-11-01,2010,45.9790001,12.9069996,-0.8930001,6.0060005,0.979,10.0699997
"19064","CEDEN Spanish Creek below Greenhorn Creek",2009-12-01,2010,89.9660034,5.5840001,-4.6360002,0.473,0.567,4.3080001
"19065","CEDEN Spanish Creek below Greenhorn Creek",2010-01-01,2010,224.9819946,7.4229999,-0.046,3.6880002,0.492,3.786
"19066","CEDEN Spanish Creek below Greenhorn Creek",2010-02-01,2010,100.6220016,10.0410004,-0.689,4.6760001,0.4,6.2459998
"19067","CEDEN Spanish Creek below Greenhorn Creek",2010-03-01,2010,105.75,13.7700005,-1.322,6.2240005,0.925,11.3339996
"19068","CEDEN Spanish Creek below Greenhorn Creek",2010-04-01,2010,113.836998,13.552,-0.014,6.7690005,0.763,10.6009998
"19069","CEDEN Spanish Creek below Greenhorn Creek",2010-05-01,2010,55.4659996,17.3939991,1.5970001,9.4950008,1.197,14.7819996
"19070","CEDEN Spanish Creek below Greenhorn Creek",2010-06-01,2010,1.877,25.9540005,7.0760002,16.5150013,1.875,26.4470005
"19071","CEDEN Spanish Creek below Greenhorn Creek",2010-07-01,2010,1.6900001,32.4620018,9.1450005,20.8030014,2.845,41.269001
"19072","CEDEN Spanish Creek below Greenhorn Creek",2010-08-01,2010,1.409,30.2709999,6.9460001,18.6080017,2.7090001,37.6660004
"19073","CEDEN Spanish Creek below Greenhorn Creek",2010-09-01,2010,0,28.2539997,4.3210001,16.2870007,1.99,33.0900002
"19074","CEDEN Spanish Creek below Greenhorn Creek",2010-10-01,2011,92.9960022,20.7259998,4.5210004,12.6230001,1.392,18.5240002
"19075","CEDEN Spanish Creek below Greenhorn Creek",2010-11-01,2011,119.8649979,10.4960003,-1.223,4.6360002,0.988,7.9239998
"19076","CEDEN Spanish Creek below Greenhorn Creek",2010-12-01,2011,284.6010132,6.4060001,-0.003,3.2010002,0.474,3.0899999
"19077","CEDEN Spanish Creek below Greenhorn Creek",2011-01-01,2011,23.7310009,7.5349998,-4.1110001,1.7110001,0.418,5.5009999
"19078","CEDEN Spanish Creek below Greenhorn Creek",2011-02-01,2011,133.5980072,8.8059998,-5.006,1.899,0.73,7.5960002
"19079","CEDEN Spanish Creek below Greenhorn Creek",2011-03-01,2011,254.4069977,8.9490004,-0.777,4.086,0.401,5.7849998
"19080","CEDEN Spanish Creek below Greenhorn Creek",2011-04-01,2011,50.3160019,14.9440002,0.232,7.5880003,0.831,11.7360001
"19081","CEDEN Spanish Creek below Greenhorn Creek",2011-05-01,2011,61.0589981,17.9839993,2.335,10.1590004,1.1440001,15.4720001
"19082","CEDEN Spanish Creek below Greenhorn Creek",2011-06-01,2011,58.1980019,23.5830002,6.1980004,14.8900003,1.4,22.4699993
"19083","CEDEN Spanish Creek below Greenhorn Creek",2011-07-01,2011,0,29.7049999,8.4870005,19.0960007,2.04,33.5340004
"19084","CEDEN Spanish Creek below Greenhorn Creek",2011-08-01,2011,0,31.007,7.1270003,19.0670013,2.381,38.2789993
"19085","CEDEN Spanish Creek below Greenhorn Creek",2011-09-01,2011,8.0200005,29.9829998,6.9560003,18.4690018,2.6900001,35.8909988
"19086","CEDEN Spanish Creek below Greenhorn Creek",2011-10-01,2012,47.4360008,18.9400005,2.595,10.7670002,1.03,15.4119997
"19087","CEDEN Spanish Creek below Greenhorn Creek",2011-11-01,2012,22.6590004,9.8210001,-1.955,3.9330001,0.8,7.3889999
"19088","CEDEN Spanish Creek below Greenhorn Creek",2011-12-01,2012,2.6359999,8.8909998,-6.6430001,1.123,0.781,7.9749999
"19089","CEDEN Spanish Creek below Greenhorn Creek",2012-01-01,2012,97.973999,8.8000002,-6.1460004,1.3260001,0.325,7.2979999
"19090","CEDEN Spanish Creek below Greenhorn Creek",2012-02-01,2012,22.0429993,11.2130003,-4.2360001,3.4880002,0.418,8.8520002
"19091","CEDEN Spanish Creek below Greenhorn Creek",2012-03-01,2012,238.2910004,10.7510004,-0.486,5.1320004,1.066,8.1239996
"19092","CEDEN Spanish Creek below Greenhorn Creek",2012-04-01,2012,126.6460037,16.5149994,0.456,8.4850006,0.473,13.9399996
"19093","CEDEN Spanish Creek below Greenhorn Creek",2012-05-01,2012,7.0123997,23.2350006,3.1250002,13.1800003,1.67,23.9500008
"19094","CEDEN Spanish Creek below Greenhorn Creek",2012-06-01,2012,16.0860004,26.0200005,5.2620001,15.6410007,2.3139999,29.1469994
"19095","CEDEN Spanish Creek below Greenhorn Creek",2012-07-01,2012,0,31.0909996,8.0050001,19.5470009,2.832,39.1279984
"19096","CEDEN Spanish Creek below Greenhorn Creek",2012-08-01,2012,1.3099999,33.6730003,8.1960001,20.9340019,3.585,46.8460007
"19097","CEDEN Spanish Creek below Greenhorn Creek",2012-09-01,2012,0,30.7469997,7.6380005,19.1920013,4.4840002,39.0060005
"19098","CEDEN Spanish Creek below Greenhorn Creek",2012-10-01,2013,49.5519981,21.6569996,3.0820003,12.3690004,1.9170001,21.5919991
"19099","CEDEN Spanish Creek below Greenhorn Creek",2012-11-01,2013,184.8840027,13.9280005,1.365,7.6460004,0.969,9.8059998
"19100","CEDEN Spanish Creek below Greenhorn Creek",2012-12-01,2013,312.0050049,5.1570001,-2.5350001,1.3100001,0.574,3.494
"19101","CEDEN Spanish Creek below Greenhorn Creek",2013-01-01,2013,35.0309982,4.5430002,-8.6040001,-2.0300002,0.437,4.5019999
"19102","CEDEN Spanish Creek below Greenhorn Creek",2013-02-01,2013,12.7840004,10.5939999,-5.9340005,2.329,0.432,8.8979998
"19103","CEDEN Spanish Creek below Greenhorn Creek",2013-03-01,2013,67.1610031,16.4050007,-1.7400001,7.3320003,0.505,13.8660002
"19104","CEDEN Spanish Creek below Greenhorn Creek",2013-04-01,2013,27.0300007,19.3239994,0.575,9.9490004,0.893,17.9279995
"19105","CEDEN Spanish Creek below Greenhorn Creek",2013-05-01,2013,27.1889992,22.0149994,3.8090003,12.9110003,1.432,21.1509991
"19106","CEDEN Spanish Creek below Greenhorn Creek",2013-06-01,2013,10.7889996,28.1350002,7.2960005,17.7150002,2.2750001,32.5029984
"19107","CEDEN Spanish Creek below Greenhorn Creek",2013-07-01,2013,0.085,33.5670013,10.0240002,21.795002,4.3000002,45.7340012
"19108","CEDEN Spanish Creek below Greenhorn Creek",2013-08-01,2013,2.869,30.3770008,6.7310004,18.5540009,2.6789999,37.7729988
"19109","CEDEN Spanish Creek below Greenhorn Creek",2013-09-01,2013,45.4900017,25.6849995,5.493,15.5880003,1.489,27.4209995
"19110","CEDEN Spanish Creek below Greenhorn Creek",2013-10-01,2014,16.7070007,18.9039993,-2.1210001,8.3910007,0.645,17.9519997
"19111","CEDEN Spanish Creek below Greenhorn Creek",2013-11-01,2014,23.2970009,13.8009996,-0.116,6.8420005,1.393,10.7309999
"19112","CEDEN Spanish Creek below Greenhorn Creek",2013-12-01,2014,10.493,6.1799998,-8.6310005,-1.225,0.466,5.5180001
"19113","CEDEN Spanish Creek below Greenhorn Creek",2014-01-01,2014,17.4880009,14.1680002,-6.3290005,3.9190001,0.359,11.8940001
"19114","CEDEN Spanish Creek below Greenhorn Creek",2014-02-01,2014,146.3600006,11.6960001,-2.2650001,4.7150002,0.315,8.4399996
"19115","CEDEN Spanish Creek below Greenhorn Creek",2014-03-01,2014,186.4320068,14.573,-1.075,6.7480001,0.447,11.474
"19116","CEDEN Spanish Creek below Greenhorn Creek",2014-04-01,2014,36.9189987,18.7469997,0.123,9.434,0.468,16.934
"19117","CEDEN Spanish Creek below Greenhorn Creek",2014-05-01,2014,6.8520002,23.441,3.4760001,13.4580002,1.707,24.6760006
"19118","CEDEN Spanish Creek below Greenhorn Creek",2014-06-01,2014,0,28.4850006,6.3130002,17.3990002,2.7,33.9199982
"19119","CEDEN Spanish Creek below Greenhorn Creek",2014-07-01,2014,0.494,33.8639984,11.8810005,22.8720016,4.803,45.6100006
"19120","CEDEN Spanish Creek below Greenhorn Creek",2014-08-01,2014,31.1060009,30.2169991,9.2630005,19.7390003,2.6559999,35.7599983
"19121","CEDEN Spanish Creek below Greenhorn Creek",2014-09-01,2014,20.0480003,28.4500008,5.7470002,17.0980015,1.7920001,33.1570015
"19122","CEDEN Spanish Creek below Greenhorn Creek",2014-10-01,2015,32.3129997,22.2369995,1.4760001,11.8560009,0.864,21.8999996
"19123","CEDEN Spanish Creek below Greenhorn Creek",2014-11-01,2015,49.1980019,12.8599997,-1.473,5.6930003,0.384,9.0760002
"19124","CEDEN Spanish Creek below Greenhorn Creek",2014-12-01,2015,282.8099976,9.073,0.393,4.7320004,0.357,4.4559999
"19125","CEDEN Spanish Creek below Greenhorn Creek",2015-01-01,2015,1.857,13.4429998,-4.3640003,4.539,0.031,9.4809999
"19126","CEDEN Spanish Creek below Greenhorn Creek",2015-02-01,2015,135.3399963,14.368,-1.23,6.5690002,0.457,10.6719999
"19127","CEDEN Spanish Creek below Greenhorn Creek",2015-03-01,2015,17.4790001,18.4570007,-0.754,8.8510008,0.396,16.0690002
"19128","CEDEN Spanish Creek below Greenhorn Creek",2015-04-01,2015,35.8989983,18.4099998,-0.6850001,8.8620005,0.655,17.0400009
"19129","CEDEN Spanish Creek below Greenhorn Creek",2015-05-01,2015,34.1269989,21.1450005,4.467,12.8060007,1.112,18.8710003
"19130","CEDEN Spanish Creek below Greenhorn Creek",2015-06-01,2015,5.1609998,30.5,8.4840002,19.4920006,2.5899999,37.3240013
"19131","CEDEN Spanish Creek below Greenhorn Creek",2015-07-01,2015,13.0889997,30.7940006,10.6780005,20.7360001,2.688,35.894001
"19132","CEDEN Spanish Creek below Greenhorn Creek",2015-08-01,2015,0.603,31.6949997,8.0550003,19.875,2.957,40.3619995
"19133","CEDEN Spanish Creek below Greenhorn Creek",2015-09-01,2015,5.7020001,28.6089993,4.7390003,16.6730003,2.211,34.1689987
"19134","CEDEN Spanish Creek below Greenhorn Creek",2015-10-01,2016,38.1520004,22.4440002,2.9710002,12.7070007,0.711,20.6650009
"19135","CEDEN Spanish Creek below Greenhorn Creek",2015-11-01,2016,67.0970001,9.007,-3.7340002,2.6360002,0.372,6.5289998
"19136","CEDEN Spanish Creek below Greenhorn Creek",2015-12-01,2016,167.7079926,6.079,-3.3420002,1.368,0.409,3.9330001
"19137","CEDEN Spanish Creek below Greenhorn Creek",2016-01-01,2016,253.7339935,7.5,-1.6480001,2.9250002,0.422,4.4549999
"19138","CEDEN Spanish Creek below Greenhorn Creek",2016-02-01,2016,47.9749985,13.5319996,-2.5960002,5.4670005,0.303,10.1230001
"19139","CEDEN Spanish Creek below Greenhorn Creek",2016-03-01,2016,349.8340149,13.4370003,0.289,6.8630004,0.442,9.349
"19140","CEDEN Spanish Creek below Greenhorn Creek",2016-04-01,2016,42.3330002,19.4449997,2.049,10.7460003,0.663,16.2849998
"19141","CEDEN Spanish Creek below Greenhorn Creek",2016-05-01,2016,49.6710014,21.2220001,5.3150001,13.2680006,1.302,18.3349991
"19142","CEDEN Spanish Creek below Greenhorn Creek",2016-06-01,2016,16.2970009,28.4020004,7.7360005,18.0690002,2.5639999,33.137001
"19143","CEDEN Spanish Creek below Greenhorn Creek",2016-07-01,2016,0,31.4300003,8.1820002,19.8060017,3.0639999,39.7540016
"19144","CEDEN Spanish Creek below Greenhorn Creek",2016-08-01,2016,0,32.6080017,8.184,20.3960018,3.6289999,43.5130005
"19145","CEDEN Spanish Creek below Greenhorn Creek",2016-09-01,2016,0.961,28.2700005,4.1890001,16.2290001,2.0280001,33.132
"19146","CEDEN Spanish Creek below Greenhorn Creek",2016-10-01,2017,165.8630066,17.8080006,2.0190001,9.9130001,0.701,14.2320004
"19147","CEDEN Spanish Creek below Greenhorn Creek",2016-11-01,2017,80.8379974,11.6260004,0.123,5.8740001,0.656,7.4879999
"19148","CEDEN Spanish Creek below Greenhorn Creek",2016-12-01,2017,182.3560028,5.9060001,-4.7110004,0.597,0.415,4.3060002
"19149","CEDEN Spanish Creek below Greenhorn Creek",2017-01-01,2017,448.1789856,4.9510002,-3.9790001,0.486,0.319,3.2909999
"19150","CEDEN Spanish Creek below Greenhorn Creek",2017-02-01,2017,427.8999939,8.8809996,-0.9760001,3.9520001,0.41,5.2210002
"19151","CEDEN Spanish Creek below Greenhorn Creek",2017-03-01,2017,115.0329971,14.5220003,-0.6850001,6.9180002,0.188,10.7980003
"19152","CEDEN Spanish Creek below Greenhorn Creek",2017-04-01,2017,189.4259949,15.2729998,0.734,8.0030003,0.444,11.5050001
"19153","CEDEN Spanish Creek below Greenhorn Creek",2017-05-01,2017,8.4879999,23.8630009,4.3970003,14.1300011,1.2410001,23.7940006
"19154","CEDEN Spanish Creek below Greenhorn Creek",2017-06-01,2017,16.3239994,27.743,8.4840002,18.1130009,1.9960001,30.743
"19155","CEDEN Spanish Creek below Greenhorn Creek",2017-07-01,2017,0,32.9459991,10.0650005,21.5050011,3.5220001,42.7190018
"19156","CEDEN Spanish Creek below Greenhorn Creek",2017-08-01,2017,0.492,33.3829994,10.7790003,22.0800018,2.9330001,43.012001
"19157","CEDEN Spanish Creek below Greenhorn Creek",2017-09-01,2017,17.3279991,26.9020004,5.6990004,16.3000011,1.3660001,30.2380009
"19158","CEDEN Spanish Creek below Greenhorn Creek",2017-10-01,2018,14.0080004,20.3929996,-1.8380001,9.2770004,0.725,19.3610001
"19159","CEDEN Spanish Creek below Greenhorn Creek",2017-11-01,2018,190.2460022,12.7410002,1.488,7.1140003,0.475,7.572
"19160","CEDEN Spanish Creek below Greenhorn Creek",2017-12-01,2018,15.7370005,7.6230001,-5.5530005,1.034,0.568,6.4850001
"19161","CEDEN Spanish Creek below Greenhorn Creek",2018-01-01,2018,132.0460052,9.0290003,-1.2590001,3.8850002,0.211,4.7449999
"19162","CEDEN Spanish Creek below Greenhorn Creek",2018-02-01,2018,15.316,10.6029997,-6.6640005,1.9690001,0.286,9.3129997
"19163","CEDEN Spanish Creek below Greenhorn Creek",2018-03-01,2018,275.1300049,10.4350004,-2.3820002,4.026,0.347,7.6360002
"19164","CEDEN Spanish Creek below Greenhorn Creek",2018-04-01,2018,70.5059967,17.9680004,1.212,9.5900002,0.626,15.4049997
"19165","CEDEN Spanish Creek below Greenhorn Creek",2018-05-01,2018,48.4609985,22.7199993,5.2600002,13.9890003,0.8,19.9209995
"19166","CEDEN Spanish Creek below Greenhorn Creek",2018-06-01,2018,8.2049999,27.8320007,6.8090005,17.3200016,2.1800001,31.0240002
"19167","CEDEN Spanish Creek below Greenhorn Creek",2018-07-01,2018,0,33.3370018,10.8190002,22.078001,3.348,43.1430016
"19168","CEDEN Spanish Creek below Greenhorn Creek",2018-08-01,2018,0,31.9200001,7.5190005,19.7190018,3.0699999,41.4700012
"19169","CEDEN Spanish Creek below Greenhorn Creek",2018-09-01,2018,0,28.316,3.154,15.7350006,2.0510001,34.0960007
"19170","CEDEN Spanish Creek below Greenhorn Creek",2018-10-01,2019,21.132,20.7240009,0.108,10.4160004,0.892,18.9699993
"19171","CEDEN Spanish Creek below Greenhorn Creek",2018-11-01,2019,91.0149994,13.4230003,-3.8260002,4.7980003,0.678,11.2519999
"19172","CEDEN Spanish Creek below Greenhorn Creek",2018-12-01,2019,79.8089981,8.1619997,-1.932,3.1140001,0.467,5.5630002
"19173","CEDEN Spanish Creek below Greenhorn Creek",2019-01-01,2019,264.3439941,8.4239998,-2.572,2.9250002,0.339,5.3460002
"19174","CEDEN Spanish Creek below Greenhorn Creek",2019-02-01,2019,438.6390076,5.6859999,-4.151,0.767,0.46,4.395
"19175","CEDEN Spanish Creek below Greenhorn Creek",2019-03-01,2019,168.2389984,11.276,-1.618,4.8280001,0.359,8.1049995
"19176","CEDEN Spanish Creek below Greenhorn Creek",2019-04-01,2019,48.0239983,18.9720001,2.4389999,10.7054996,0.428,15.7469997
"19177","CEDEN Spanish Creek below Greenhorn Creek",2019-05-01,2019,81.8290024,19.3260002,4.158,11.7419996,1.077,16.3670006
"19178","CEDEN Spanish Creek below Greenhorn Creek",2019-06-01,2019,24.3560009,27.6030006,7.4679999,17.5354996,1.7359999,29.6870003
"19179","CEDEN Spanish Creek below Greenhorn Creek",2019-07-01,2019,0,29.9559994,9.2320004,19.5938988,2.277,33.473999
"19180","CEDEN Spanish Creek below Greenhorn Creek",2019-08-01,2019,0.001,31.2479992,8.8800001,20.0639,2.448,37.7360001
"19181","CEDEN Spanish Creek below Greenhorn Creek",2019-09-01,2019,46.6850014,25.0459995,5.0910001,15.0683994,0.856,25.6170006
"19182","CEDEN Spanish Creek below Greenhorn Creek",2019-10-01,2020,5.8039999,18.5480003,-2.6730001,7.9375,0.848,17.7029991
"19183","CEDEN Spanish Creek below Greenhorn Creek",2019-11-01,2020,20.816,14.4940004,-3.7320001,5.381,0.578,12.467
"19184","CEDEN Spanish Creek below Greenhorn Creek",2019-12-01,2020,196.6660004,5.927,-2.1340001,1.8964,0.222,3.1830001
"19185","CEDEN Spanish Creek below Greenhorn Creek",2020-01-01,2020,67.5839996,7.3790002,-2.428,2.4750001,0.377,4.6259999
"19186","CEDEN Spanish Creek below Greenhorn Creek",2020-02-01,2020,0,14.3199997,-5.2020001,4.5588999,0.424,12.4209995
"19187","CEDEN Spanish Creek below Greenhorn Creek",2020-03-01,2020,123.1829987,11.7950001,-2.6129999,4.5910001,0.433,9.3059998
"19188","CEDEN Spanish Creek below Greenhorn Creek",2020-04-01,2020,54.3969994,18.9349995,0.598,9.7663994,0.457,16.5750008
"19189","CEDEN Spanish Creek below Greenhorn Creek",2020-05-01,2020,67.5090027,22.3439999,4.9219999,13.6328993,1.554,21.9150009
"19190","CEDEN Spanish Creek below Greenhorn Creek",2020-06-01,2020,5.3800001,27.1889992,7.0089998,17.0988998,2.0829999,30.1930008
"19191","CEDEN Spanish Creek below Greenhorn Creek",2020-07-01,2020,2.539,32.3019981,9.0930004,20.6973991,3.066,41.0929985
"19192","CEDEN Spanish Creek below Greenhorn Creek",2020-08-01,2020,1.522,33.1040001,10.4499998,21.7768993,3.484,42.5929985
"19193","CEDEN Spanish Creek below Greenhorn Creek",2020-09-01,2020,0,30.2749996,6.25,18.2623997,2.6689999,37.8269997
"19194","CEDEN Spanish Creek below Greenhorn Creek",2020-10-01,2021,0,25.5540009,0.434,12.9939995,1.825,29.2299995
"19195","CEDEN Spanish Creek below Greenhorn Creek",2020-11-01,2021,94.5080032,11.9460001,-3.8150001,4.0654998,0.586,10.1560001
"19196","CEDEN Spanish Creek below Greenhorn Creek",2020-12-01,2021,81.7200012,7.4299998,-4.131,1.6494,0.49,5.3319998
"19197","CEDEN Spanish Creek below Greenhorn Creek",2021-01-01,2021,101.6555939,8.1076994,-2.8081999,2.6496999,0.4213,5.6160998
"19198","CEDEN Spanish Creek below Greenhorn Creek",2021-02-01,2021,61.7809982,10.6883001,-3.9304998,3.3788998,0.4387,8.4415998
"19199","CEDEN Spanish Creek below Greenhorn Creek",2021-03-01,2021,67.4388962,13.3776999,-2.9652998,5.2061996,0.5519,11.7919998
"19200","CEDEN Spanish Creek below Greenhorn Creek",2021-04-01,2021,16.6250992,21.1480999,-0.5524,10.2978001,1.2136999,21.6015987
"19201","CEDEN Spanish Creek below Greenhorn Creek",2021-05-01,2021,3.2883999,24.4944,3.9622998,14.2283001,1.7335999,26.3359985
"19202","CEDEN Spanish Creek below Greenhorn Creek",2021-06-01,2021,2.8258998,31.5816994,9.6149998,20.598299,3.2593999,41.5720978
"19203","CEDEN Spanish Creek below Greenhorn Creek",2021-07-01,2021,0.7642,34.3460999,11.7195997,23.0327988,4.9773998,47.5368996
"19204","CEDEN Spanish Creek below Greenhorn Creek",2021-08-01,2021,0,32.9001007,9.1128998,21.0065002,3.7335,44.5209999
"19205","CEDEN Spanish Creek below Greenhorn Creek",2021-09-01,2021,10.1844997,30.0662994,5.5911999,17.8286991,2.1016998,38.2448997
"19206","CEDEN Spanish Creek below Greenhorn Creek",2021-10-01,2022,251.7531891,18.5555992,1.6997,10.1275997,1.2607,15.0149994
"19207","CEDEN Spanish Creek below Greenhorn Creek",2021-11-01,2022,26.7255993,13.6595001,-0.2647,6.6973996,0.709,9.6486998
"19208","CEDEN Spanish Creek below Greenhorn Creek",2021-12-01,2022,268.1164856,6.4377999,-3.4255998,1.5060999,0.576,4.8871999
"19209","CEDEN Spanish Creek below Greenhorn Creek",2022-01-01,2022,11.2676992,8.8740997,-5.1945,1.8397,0.5956001,6.8382998
"19210","CEDEN Spanish Creek below Greenhorn Creek",2022-02-01,2022,5.7026,13.1704998,-5.7189999,3.7256999,0.8123002,11.8213997
"19211","CEDEN Spanish Creek below Greenhorn Creek",2022-03-01,2022,19.0282993,16.7489986,-1.6568999,7.546,0.3003001,15.9342995
"19212","CEDEN Spanish Creek below Greenhorn Creek",2022-04-01,2022,106.9785995,16.8346004,-0.5877,8.1233997,0.2568002,15.7001991
"19213","CEDEN Spanish Creek below Greenhorn Creek",2022-05-01,2022,13.1658993,21.7244987,2.8836999,12.3039999,1.1983005,22.9493999
"19214","CEDEN Spanish Creek below Greenhorn Creek",2022-06-01,2022,12.1615,26.9818993,6.6394997,16.8106003,2.0730999,30.7167988
"19215","CEDEN Spanish Creek below Greenhorn Creek",2022-07-01,2022,0.0437,32.6499977,9.6736994,21.1618004,4.0454001,43.7571983
"19216","CEDEN Spanish Creek below Greenhorn Creek",2022-08-01,2022,0,33.267498,10.1708002,21.719099,3.6506,43.6512985
"19217","CEDEN Spanish Creek below Greenhorn Creek",2022-09-01,2022,24.4878998,29.3324986,7.7342,18.5333004,3.5534999,36.7663002
"19218","CEDEN Spanish Creek below Greenhorn Creek",2022-10-01,2023,0,25.4399986,0.2325,12.8361998,0.5922997,29.6459999
"19219","CEDEN Spanish Creek below Greenhorn Creek",2022-11-01,2023,79.3919983,8.9029999,-4.3873997,2.2577999,0.7871998,7.2174997
"19220","CEDEN Spanish Creek below Greenhorn Creek",2022-12-01,2023,295.7644043,4.5485001,-2.6403,0.9541,0.1514,1.8664999
"19221","CEDEN Spanish Creek below Greenhorn Creek",2023-01-01,2023,289.1854858,6.1244998,-2.9826,1.5709,0.6652,4.5366998
"19222","CEDEN Spanish Creek below Greenhorn Creek",2023-02-01,2023,83.350296,9.0949001,-5.7546997,1.6701,0.3589,7.4849
"19223","CEDEN Spanish Creek below Greenhorn Creek",2023-03-01,2023,274.9190063,7.6194997,-3.6027,2.0083001,0.2332,5.4380999
"19224","CEDEN Spanish Creek below Greenhorn Creek",2023-04-01,2023,31.4776993,17.8508987,-0.8191,8.5157995,0.3979,16.8969002
"19225","CEDEN Spanish Creek below Greenhorn Creek",2023-05-01,2023,39.3048973,23.0121994,4.9762001,13.9940996,0.6105,22.9909992
"19226","CEDEN Spanish Creek below Greenhorn Creek",2023-06-01,2023,55.747097,26.6927986,8.2908001,17.4916992,0.7635,26.1231003
"19227","CEDEN Spanish Creek below Greenhorn Creek",2023-07-01,2023,0,34.4230995,9.6736994,22.0482998,3.0781999,46.9426994
"19228","CEDEN Spanish Creek below Greenhorn Creek",2023-08-01,2023,14.7645998,32.1173973,9.8755999,20.9963989,1.8571999,39.9748993
"19229","CEDEN Spanish Creek below Greenhorn Creek",2023-09-01,2023,42.0747986,26.0742989,6.1631999,16.1187,0.6685,25.5153999
"19230","CEDEN Spanish Creek below Greenhorn Creek",2023-10-01,2024,15.3653994,21.8647995,2.1252,11.9948997,0.3742,19.0333004
"19231","CEDEN Spanish Creek below Greenhorn Creek",2023-11-01,2024,59.0998993,13.8690996,-1.9562999,5.9562998,0.3221,9.7748995
"19232","CEDEN Spanish Creek below Greenhorn Creek",2023-12-01,2024,100.0778961,8.7789001,-1.0728999,3.8529999,0.0174,3.7463999
"19233","CEDEN Spanish Creek below Greenhorn Creek",2024-01-01,2024,99.0720978,8.0826998,-1.0755,3.5035,0.0686,3.7200999
"19234","CEDEN Spanish Creek below Greenhorn Creek",2024-02-01,2024,223.6847992,9.2993994,-0.9317,4.1837997,0.0896,5.4284
"19235","CEDEN Spanish Creek below Greenhorn Creek",2024-03-01,2024,195.3947906,11.4151001,-0.6022,5.4064503,0.1776,8.3618002
"19236","CEDEN Spanish Creek below Greenhorn Creek",2024-04-01,2024,34.1051979,18.6231995,1.2373999,9.9302998,0.1957,16.2673988
"19237","CEDEN Spanish Creek below Greenhorn Creek",2024-05-01,2024,44.6529007,23.4315987,3.7570999,13.5943489,0.962,23.9870987
"19238","CEDEN Spanish Creek below Greenhorn Creek",2024-06-01,2024,0,30.757,8.4296999,19.5933495,1.846,36.5010986
"19239","CEDEN Spanish Creek below Greenhorn Creek",2024-07-01,2024,0,35.7084999,11.9273996,23.8179493,3.9500999,48.7645988
"19240","CEDEN Spanish Creek below Greenhorn Creek",2024-08-01,2024,16.471199,30.5957985,8.7428999,19.6693497,2.4006999,35.9528008
"19241","CEDEN Arnot Cr 1",2000-01-01,2000,437.7600098,4.3730001,-5.5100002,-0.568,0.839,4.5159998
"19242","CEDEN Arnot Cr 1",2000-02-01,2000,427.3770142,5.7509999,-5.6470003,0.051,0.632,5.112
"19243","CEDEN Arnot Cr 1",2000-03-01,2000,83.2799988,8.835,-6.0510001,1.391,1.025,8.677
"19244","CEDEN Arnot Cr 1",2000-04-01,2000,91.2129974,12.665,-2.312,5.1760001,1.715,11.7969999
"19245","CEDEN Arnot Cr 1",2000-05-01,2000,90.5350037,15.8699999,0.813,8.3410006,2.523,16.4920006
"19246","CEDEN Arnot Cr 1",2000-06-01,2000,16.8579998,22.4589996,4.2800002,13.3690004,3.5780001,23.2360001
"19247","CEDEN Arnot Cr 1",2000-07-01,2000,2.221,23.4890003,6.1710005,14.8300009,5.4330001,24.5419998
"19248","CEDEN Arnot Cr 1",2000-08-01,2000,13.6870003,24.743,7.3430004,16.0430012,5.4780002,25.743
"19249","CEDEN Arnot Cr 1",2000-09-01,2000,37.1889992,19.9319992,3.223,11.5770006,3.908,19.5100002
"19250","CEDEN Arnot Cr 1",2000-10-01,2001,112.2490005,13.5310001,-0.56,6.4850001,2.369,13.0019999
"19251","CEDEN Arnot Cr 1",2000-11-01,2001,52.8930016,6.941,-7.0980005,-0.078,1.101,7.8839998
"19252","CEDEN Arnot Cr 1",2000-12-01,2001,47.7299995,8.165,-5.3150001,1.424,1.876,8.7510004
"19253","CEDEN Arnot Cr 1",2001-01-01,2001,153.177002,4.4840002,-9.1870003,-2.3510001,1.0930001,6.7649999
"19254","CEDEN Arnot Cr 1",2001-02-01,2001,232.4409943,3.2550001,-9.2080002,-2.9760001,0.641,5.5219998
"19255","CEDEN Arnot Cr 1",2001-03-01,2001,113.4169998,10.8339996,-4.6330004,3.1000001,1.0089999,10.2950001
"19256","CEDEN Arnot Cr 1",2001-04-01,2001,191.9550018,9.0550003,-5.3270001,1.8640001,1.09,9.7539997
"19257","CEDEN Arnot Cr 1",2001-05-01,2001,7.9759998,20.1380005,2.2650001,11.2010002,3.882,20.368
"19258","CEDEN Arnot Cr 1",2001-06-01,2001,0,21.6369991,4.743,13.1890011,5.428,22.3710003
"19259","CEDEN Arnot Cr 1",2001-07-01,2001,7.0019999,23.6590004,6.9070005,15.2830009,4.967,23.9570007
"19260","CEDEN Arnot Cr 1",2001-08-01,2001,0.748,26.6389999,8.7650003,17.7020016,7.8109999,29.868
"19261","CEDEN Arnot Cr 1",2001-09-01,2001,18.1630001,22.7339993,4.9190001,13.8260002,5.2579999,23.2460003
"19262","CEDEN Arnot Cr 1",2001-10-01,2002,42.7890015,18.8530006,1.7130001,10.2830009,4.4580002,18.7859993
"19263","CEDEN Arnot Cr 1",2001-11-01,2002,222.423996,8.7880001,-3.4460001,2.6710002,1.255,8.1269999
