Site_number,Site_name,Site_type,Lat,Long,Datum
381604121394801,DELTA RMP YOLO-015,Stream,38.26788889,-121.663211,NAD83
381607121403801,DELTA RMP YOLO-028,Stream,38.26864167,-121.6770833,NAD83
381609121413101,DELTA RMP YOLO-002,Stream,38.26918889,-121.692,NAD83
381611121294701,DELTA RMP NORT-022,Stream,38.2696361,-121.4964139,NAD83
381612121283901,DELTA RMP NORT-010,Stream,38.2699861,-121.47745,NAD83
381613121275701,DELTA RMP NORT-003,Stream,38.2701972,-121.4657556,NAD83
381613121422101,CACHE SLOUGH A HASTINGS CA,Stream,38.270191,-121.706901,NAD83
381615121413801,SHAG SLOUGH A FRENCH ISLAND NR LIBERTY FARMS CA,Stream,38.27083889,-121.6938,NAD83
381616121421101,DELTA RMP YOLO-007,Stream,38.27121944,-121.703,NAD83
381623121410101,LIBERTY ISLAND A SHAG SLOUGH NR RIO VISTA CA,Stream,38.27305556,-121.683611,NAD83
381627121351901,DELTA RMP SACR-017,Stream,38.27415278,-121.5885917,NAD83
381627121395101,PROSPECT SLOUGH A PROSPECT ISLAND NR RYDE CA,Stream,38.27425,-121.6641667,NAD83
381627121402601,DELTA RMP YOLO-008,Stream,38.2743,-121.674,NAD83
381627121413600,YOLO BYPASS A LIBERTY ISLAND CN W CA,Stream,38.27407985,-121.6944008,NAD83
381633121414201,SHAG SLOUGH A HASTINGS TRACT NR COURTLAND CA,Stream,38.27585,-121.6951306,NAD83
381638120491501,NF MOKELUMNE A MCAFEE GULCH R NR PALOMA CA,Stream,38.27710278,-120.8208,NAD83
381644121404001,DELTA RMP YOLO-020,Stream,38.27880556,-121.6777972,NAD83
381644121411601,DELTA RMP YOLO-023,Stream,38.27899444,-121.6877889,NAD83
381646121394001,DELTA RMP YOLO-001,Stream,38.27951944,-121.661,NAD83
381657121405201,DELTA RMP YOLO-012,Stream,38.2824111,-121.681,NAD83
381700121410901,DELTA RMP YOLO-017,Stream,38.2832972,-121.6857694,NAD83
381703121331101,SACRAMENTO R A R MILE 30.5 NR VORDEN CA,Stream,38.28423056,-121.5530694,NAD83
381710121301101,DELTA RMP NORT-019,Stream,38.286125,-121.5031806,NAD83
381710121431901,DELTA RMP YOLO-027,Stream,38.2861611,-121.721811,NAD83
381712121410501,LIBERTY ISLAND NR LIBERTY ISLAND RD NR RIO VISTA C,Stream,38.28666667,-121.6847222,NAD83
381713120393701,NF CALAVERAS R BL JESUS MARIA RD BR NR PALOMA CA,Stream,38.28706667,-120.6601972,NAD83
381717121393201,SACRAMENTO R DEEP WATER SHIP CHANNEL NR VORDEN CA,Stream,38.2881,-121.659,NAD83
381719120481301,NF MOKELUMNE R A FRENCH BAR NR PALOMA CA,Stream,38.2886611,-120.8037167,NAD83
381719121432301,CACHE SLOUGH A HASS SLOUGH NR LIBERTY FARMS CA,Stream,38.28838056,-121.7230194,NAD83
381721121365301,MINER SLOUGH A HOLLAND RD NR PAINTERSVILLE CA,Stream,38.28918889,-121.6148,NAD83
381721121395301,PROSPECT SLOUGH NR LIBERTY FARMS CA,Stream,38.28920278,-121.6648333,NAD83
381728121433101,CACHE SLOUGH .9 MI BL HASTINGS CUT N LIBERTY FARMS,Stream,38.29101944,-121.72525,NAD83
381730121434601,CACHE SLOUGH .6 MI BL HASTINGS CUT N LIBERTY FARMS,Stream,38.29163056,-121.7295694,NAD83
381732121393801,TOE DRAIN A FIVE POINTS CA,Stream,38.2921861,-121.6606028,NAD83
381738121345701,DELTA RMP SACR-025,Stream,38.294,-121.5824389,NAD83
381738121413101,SHAG SLOUGH BL LIBERTY ISLAND RD BR NR OXFORD CA,Stream,38.2938,-121.692,NAD83
381741121433501,HASS SLOUGH A SYCAMORE SLOUGH NR DOZIER CA,Stream,38.2947611,-121.7265194,NAD83
381749121400201,LIBERTY CUT A FIVE POINTS CA,Stream,38.29684444,-121.667086,NAD83
381756121340200,SACRAMENTO R NR COURTLAND CA,Stream,38.29880187,-121.5682878,NAD83
381804121434701,DELTA RMP YOLO-021,Stream,38.301075,-121.729775,NAD83
381811121344301,STEAMBOAT SLOUGH NR OXFORD CA,Stream,38.3030472,-121.578525,NAD83
381819121435001,HASS SLOUGH A MALCOLM LN NR DOZIER CA,Stream,38.30528056,-121.7306,NAD83
381820121392501,DELTA RMP YOLO-011,Stream,38.30568056,-121.657,NAD83
381821121392701,TOE DRAIN NR OXFORD CA,Stream,38.30573889,-121.657461,NAD83
381823121342901,SACRAMENTO R NR OXFORD CA,Stream,38.30627778,-121.5746694,NAD83
381827121435901,HASS SLOUGH NR LIBERTY FARMS CA,Stream,38.3075472,-121.7329917,NAD83
381829121413401,SHAG SLOUGH AB LIBERTY ISLAND RD NR OXFORD CA,Stream,38.30791944,-121.6928306,NAD83
381837121355501,DELTA RMP SACR-021,Stream,38.3103472,-121.5984722,NAD83
381852121343801,DELTA RMP SACR-009,Stream,38.3143583,-121.5772333,NAD83
381905121390601,DELTA RMP YOLO-022,Stream,38.3179833,-121.6517694,NAD83
381910121413501,DELTA RMP YOLO-004,Stream,38.31956944,-121.693,NAD83
381920121413501,SHAG SLOUGH A MOORE TRACT NR COURTLAND CA,Stream,38.3222,-121.693,NAD83
381942121391201,LITTLE HOLLAND TRACT A COUNTY RD 107 NR COURTLAND,Stream,38.32828056,-121.6532694,NAD83
381944121405201,LIBERTY ISLAND A MID STAIR STEP NR COURTLAND CA,Stream,38.32895,-121.681011,NAD83
381945121484901,ULATIS C BL MAINE PRAIRIE RD BR NR ELMIRA CA,Stream,38.3292222,-121.8135,NAD83
381956121345901,DELTA RMP SACR-029,Stream,38.33215556,-121.5829306,NAD83
381959121403201,LIBERTY ISLAND A LIBERTY CUT NR LIBERTY FARMS CA,Stream,38.33306389,-121.6755028,NAD83
382005121392801,LITTLE HOLLAND TRACT NR COURTLAND CA,Stream,38.3348583,-121.6578,NAD83
382006121401601,LIBERTY ISLAND A LIBERTY CUT NR COURTLAND CA,Stream,38.33500556,-121.6711083,NAD83
382010121402301,LIBERTY ISLAND A UPPER STAIR STEP NR FIVE POINTS C,Stream,38.33616667,-121.672925,NAD83
382018121335501,DELTA RMP SACR-013,Stream,38.3382111,-121.5653028,NAD83
382035121575501,ALAMO C A TULARE RD BR NR VACAVILLE CA,Stream,38.3430833,-121.96535,NAD83
382046121323601,DELTA RMP SACR-026,Stream,38.34605,-121.5434389,NAD83
382113121383501,TOE DRAIN NR WIDGEON RD NR COURTLAND CA,Stream,38.3534722,-121.6429722,NAD83
382205121311300,SACRAMENTO R A HOOD CA,Stream,38.3679666,-121.5213432,NAD83
382214121331101,DELTA RMP SACR-004,Stream,38.37058056,-121.553,NAD83
382240121323201,DELTA RMP SACR-014,Stream,38.3776972,-121.5421667,NAD83
382255121373401,DELTA RMP YOLO-014,Stream,38.38195,-121.6260139,NAD83
382406121373201,YOLO BYPASS 1.1 MI AB COUNTY RD 155 NR CLARKSBURG,Stream,38.40161944,-121.6254694,NAD83
382407121371501,TOE DRAIN A CENTRAL AVE NR CLARKSBURG CA,Stream,38.40193889,-121.6208,NAD83
382416121341001,TOE DRAIN A GAFFNEY RD NR CLARKSBURG CA,Stream,38.40434167,-121.5693528,NAD83
382445121381101,YOLO BYPASS 1.8 MI AB COUNTY RD 155 NR CLARKSBURG,Stream,38.41241944,-121.6363889,NAD83
382451121311701,DELTA RMP SACR-022,Stream,38.41424167,-121.5214694,NAD83
382559121361001,DELTA RMP YOLO-019,Stream,38.4330083,-121.6028833,NAD83
382605121310401,SACRAMENTO R A R MILE 44.0 CA,Stream,38.43463129,-121.5188439,NAD83
382702121300501,SACRAMENTO R 0.35 MI DS OF FREEPORT BR A FREEPORT,Stream,38.4505833,-121.5015194,NAD83
382732121300901,DELTA RMP SACR-010,Stream,38.4588083,-121.5023944,NAD83
382740121301201,SACRAMENTO R A R MILE 46.4 A FREEPORT CA,Stream,38.46111944,-121.5034694,NAD83
382742121352001,DELTA RMP YOLO-010,Stream,38.46178056,-121.589,NAD83
382752121372401,YOLO BYPASS A COUNTY RD 38 NR SAXON CA,Stream,38.46433889,-121.62325,NAD83
382813121302401,DELTA RMP SACR-027,Stream,38.4704111,-121.506711,NAD83
382825121311301,DELTA RMP SACR-007,Stream,38.47371944,-121.5202667,NAD83
382829121351801,TOE DRAIN NR BABEL SLOUGH NR FREEPORT CA,Stream,38.47478056,-121.588225,NAD83
382934121350601,SACRAMENTO R DEEP WATER SHIP CHANNEL NR ARCADE CA,Stream,38.49275278,-121.5851222,NAD83
382935121364801,YOLO BWA 1.3 MI W OF TOE DRAIN NR DAVIS CA,Stream,38.49303056,-121.6133222,NAD83
382939121332101,DELTA RMP SACR-023,Stream,38.4941611,-121.5558667,NAD83
383019121350701,SACRAMENTO R DEEP WATER SHIP CHANNEL NR RIVERVIEW,Stream,38.50523056,-121.5851778,NAD83
383052121324401,DELTA RMP SACR-011,Stream,38.51454167,-121.5456278,NAD83
383053121355901,YOLO BWA A PUTAH C SINKS NR WEST SACRAMENTO CA,Stream,38.51468056,-121.5998306,NAD83
383103121444001,SF PUTAH C A LEVEE RD NR DAVIS CA,Stream,38.5175083,-121.7443056,NAD83
383109121414601,SF PUTAH C A MACE RD NR DAVIS CA,Stream,38.51916667,-121.696111,NAD83
383114121350601,SACRAMENTO R DEEP WATER SHIP CHANNEL AB PUMPHOUSE,Stream,38.52043889,-121.5851333,NAD83
383121121360501,YOLO BWA 0.67 MI W OF TOE DRAIN NR W SACRAMENTO CA,Stream,38.52251667,-121.6014833,NAD83
383145118485501,"UPPER LAPON CANYON CK NR LAPON MEADOWS, NV",Stream,38.52916667,-118.8152778,NAD83
383150121352801,YOLO BYPASS A TOE DRAIN NR WEST SACRAMENTO CA,Stream,38.53055556,-121.591111,NAD83
383155121314101,SACRAMENTO R A SHERWOOD HARBOR NR W SACRAMENTO CA,Stream,38.5320722,-121.5280333,NAD83
383158121362301,YOLO BWA 1.5 MI S OF GREENS LK NR WEST SACRAMENTO,Stream,38.53291389,-121.606261,NAD83
383205121310901,DELTA RMP SACR-015,Stream,38.53481389,-121.5192472,NAD83
383213121505701,PUTAH C BL RD 95A NR DAVIS CA,Stream,38.53685096,-121.8502424,NAD83
383214121350201,DELTA RMP YOLO-025,Stream,38.53725,-121.5839806,NAD83
383225121304601,SACRAMENTO R A R MILE 55.8 NR SACRAMENTO CA,Stream,38.5404,-121.5128806,NAD83
383228121360401,YOLO BYPASS SEASONAL WETLD OUTLET NR W SACRAMENTO,Stream,38.5411111,-121.601111,NAD83
383228121371401,YOLO BYPASS WETLD NR GREENS LK NR W SACRAMENTO CA,Stream,38.5411972,-121.6206194,NAD83
383234121353301,YOLO BWA OUTLET 0.2 MI W OF TOE DRAIN NR W SAC CA,Stream,38.54277778,-121.5925,NAD83
383234121360701,YOLO BWA OUTLET 0.8 MI W OF TOE DRAIN NR W SAC CA,Stream,38.54277778,-121.6019444,NAD83
383234121360702,YOLO BWA OUTLET COMPOSITE 1.0 MI W OF TOE DRAIN,Stream,38.54277778,-121.6019444,NAD83
383234121362301,YOLO BWA OUTLET 1.0 MI W OF TOE DRAIN NR W SAC CA,Stream,38.54277778,-121.6063889,NAD83
383234121362303,YOLO BWA SW OUTLET 1.0 MI W OF TOE DRAIN NR W SAC,Stream,38.54277778,-121.6063889,NAD83
383248121362701,YOLO BWA 1.2 MI W OF TOE DRAIN NR W SACRAMENTO CA,Stream,38.54666667,-121.6075,NAD83
383249121361701,YOLO BWA 1.1 MI W OF TOE DRAIN NR W SACRAMENTO CA,Stream,38.54694444,-121.6047222,NAD83
383252121364101,YOLO BWA WEIR BOX 1.4 MI W OF TOE DRAIN NR W SAC,Stream,38.54777778,-121.6113889,NAD83
383257121352701,YOLO BWA 0.3 MI W OF TOE DRAIN NR W SACRAMENTO CA,Stream,38.54916667,-121.5908333,NAD83
383259121345301,SACRAMENTO R DEEP WATER SHIP CHANNEL NR WEST SAC C,Stream,38.54979444,-121.5815167,NAD83
383301121345901,TOE DRAIN NR WEST SACRAMENTO CA,Stream,38.5502972,-121.5831917,NAD83
383301121365501,YOLO BWA 1.7 MI W OF TOE DRAIN NR W SACRAMENTO CA,Stream,38.55027778,-121.6152778,NAD83
383306121364001,YOLO BWA WEIR BOX 1.5 MI W OF TOE DRAIN NR W SAC,Stream,38.55166667,-121.611111,NAD83
383306121364002,YOLO BWA WEIR BOX COMPOSITE NR TOE DRAIN NR W SAC,Stream,38.55166667,-121.611111,NAD83
383307121360901,YOLO BWA INLET 0.5 MI S OF GREENS LK NR W SAC CA,Stream,38.55194444,-121.6025,NAD83
383307121363601,YOLO BWA INLET 1.4 MI W OF TOE DRAIN NR W SAC CA,Stream,38.55194444,-121.61,NAD83
383307121371201,YOLO BWA INLET 2.0 MI W OF TOE DRAIN NR W SAC CA,Stream,38.55194444,-121.62,NAD83
383308121350001,YOLO BWA TOE DRAIN NR W SACRAMENTO CA,Stream,38.5522222,-121.5833333,NAD83
383308121352601,YOLO BWA INLET 0.4 MI W OF TOE DRAIN NR W SAC CA,Stream,38.5522222,-121.5905556,NAD83
383308121360501,YOLO BYPASS 1.0 MI W OF TOE DR NR WEST SACRAMENTO,Stream,38.5522222,-121.6013889,NAD83
383308121363801,YOLO BWA SOUTH SUPPLY DITCH NR W SACRAMENTO CA,Stream,38.5522222,-121.6105556,NAD83
383308121374701,YOLO BWA DAVIS DRAIN NR EL MACERO CA,Stream,38.5522222,-121.6297222,NAD83
383309121354701,YOLO BYPASS 0.7 MI W OF TOE DR NR WEST SACRAMENTO,Stream,38.5525,-121.5963889,NAD83
383309121363801,YOLO BWA OUTLET 0.8 MI SW OF GREENS LK NR W SAC CA,Stream,38.5525,-121.6105556,NAD83
383309121371201,YOLO BWA OUTLET 1.4 MI SW OF GREENS LK NR W SAC CA,Stream,38.5525,-121.62,NAD83
383309121371202,YOLO BWA OUTLET COMPOSITE 1.4 MI SW OF GREENS LK,Stream,38.5525,-121.62,NAD83
383310121362301,YOLO BWA OUTLET 0.6 MI SW OF GREENS LK NR W SAC CA,Stream,38.55277778,-121.6063889,NAD83
383310121374501,YOLO BWA INLET 0.1 MI E OF LEVEE NR EL MACERO CA,Stream,38.55277778,-121.6291667,NAD83
383310121374502,YOLO BWA INLET COMPOSITE NR EL MACERO CA,Stream,38.55277778,-121.6291667,NAD83
383311121371101,YOLO BWA OUTLET 1.2 MI SW OF GREENS LK NR W SAC CA,Stream,38.55305556,-121.6197222,NAD83
383311121371102,YOLO BWA OUTLET COMPOSITE NR GREENS LK NR W SAC CA,Stream,38.55305556,-121.6197222,NAD83
383315121373001,YOLO BWA 0.4 MI E OF LEVEE NR EL MACERO CA,Stream,38.55416667,-121.625,NAD83
383324121363201,YOLO BWA 0.5 MI W OF GREENS LK NR W SACRAMENTO CA,Stream,38.55666667,-121.6088889,NAD83
383324121365901,YOLO BWA 0.8 MI W OF GREENS LK NR W SACRAMENTO CA,Stream,38.55666667,-121.6163889,NAD83
383326121371201,YOLO BWA OUTLET 1.3 MI SW OF GREENS LK NR W SAC CA,Stream,38.5572222,-121.62,NAD83
383330121374501,YOLO BWA INLET 0.4 MI E OF LEVEE NR EL MACERO CA,Stream,38.5583333,-121.6291667,NAD83
383338121241900,AMERICAN R AB HOWE AVE BR. CA,Stream,38.56046156,-121.4063417,NAD83
383340121310601,SACRAMENTO R A BARGE CANAL NR WEST SACRAMENTO CA,Stream,38.5610611,-121.518461,NAD83
383340121363801,YOLO BWA INLET 0.7 MI W OF GREENS LK NR W SAC CA,Stream,38.5611111,-121.6105556,NAD83
383340121364501,YOLO BWA INLET 0.8 MI W OF GREENS LK NR W SAC CA,Stream,38.5611111,-121.6125,NAD83
383340121371101,YOLO BWA INLET 1.2 MI W OF GREENS LK NR W SAC CA,Stream,38.5611111,-121.6197222,NAD83
383340121371102,YOLO BWA INLET COMPOSITE NR GREENS LK NR W SAC CA,Stream,38.5611111,-121.6197222,NAD83
383344121234300,AMERICAN R 0.5 MI AB HOWE AVE BR NR SACRAMENTO CA,Stream,38.5621282,-121.3963415,NAD83
383401121230000,AMERICAN R BL WATT AVE. CA,Stream,38.56685037,-121.3843967,NAD83
383403120272101,MF COSUMNES R NR PIPI VLY NR OMO RANCH CA,Stream,38.5675,-120.4558333,NAD83
383404121221600,AMERICAN R A WATERTON PARK NR CARMICHAEL CA,Stream,38.5676837,-121.3721742,NAD83
383405121353501,YOLO BWA 0.30 MI N OF GREENS LK NR WEST SACRAMENTO,Stream,38.5679611,-121.5930306,NAD83
383411121214100,AMERICAN R A WHITEWATER WAY NR SACRAMENTO CA,Stream,38.56962815,-121.3624517,NAD83
383423121345901,TOE DRAIN A INTERSTATE 80 A WEST SACRAMENTO CA,Stream,38.57313889,-121.5829444,NAD83
383429121210900,AMERICAN R BL ARDEN STP SECOND CHANNEL CA,Stream,38.57462806,-121.3535626,NAD83
383430121302001,SACRAMENTO R AT TOWER BRIDGE AT SACRAMENTO CA,Stream,38.58055556,-121.508611,NAD83
383431121304201,DELTA RMP SACR-019,Stream,38.57538056,-121.5116917,NAD83
383438121204200,AMERICAN R BL ARDEN STP CA,Stream,38.577128,-121.3460624,NAD83
383443121200500,AMERICAN R AB ARDEN STP CA,Stream,38.5785169,-121.3357844,NAD83
383444121250800,AMERICAN R A NORTHROP AVE. CA,Stream,38.57879439,-121.4199533,NAD83
383457121254900,AMERICAN R BL PARADISE BEACH CA,Stream,38.58240538,-121.4313425,NAD83
383500121251700,AMERICAN R AB HOWE AVE STP CA,Stream,38.5832387,-121.4224533,NAD83
383501121252000,AMERICAN R BL HOWE AVE STP CA,Stream,38.58351649,-121.4232867,NAD83
383501121253100,AMERICAN R A PARADISE BEACH CA,Stream,38.58351648,-121.4263423,NAD83
383515121264400,AMERICAN R A I80 BR. CA,Stream,38.5874052,-121.4466207,NAD83
383519121384901,WILLOW SLOUGH BYPASS A LEVEE RD NR DAVIS CA,Stream,38.5886611,-121.6470389,NAD83
383525121434601,WILLOW SLOUGH BYPASS NR DAVIS CA,Stream,38.5901836,-121.730517,NAD83
383527121270000,AMERICAN R A SOUTHERN PACIFIC RR BRIDGE CA,Stream,38.59073844,-121.4510652,NAD83
383531121281600,AMERICAN R A POWERLINES AB 16TH ST CA,Stream,38.59184946,-121.4721769,NAD83
383558121451801,WILLOW SLOUGH AB WILLOW SLOUGH BYPASS NR DAVIS CA,Stream,38.59944444,-121.755,NAD83
383600121330301,SACRAMENTO R A R MILE 62.8 A BRYTE CA,Stream,38.60008056,-121.5509194,NAD83
383601121461601,DRY SLOUGH NR DAVIS CA,Stream,38.60027778,-121.771111,NAD83
383602121194000,AMERICAN R A UP GOETHE PARK CA,Stream,38.6004608,-121.3288398,NAD83
383603121301200,AMERICAN R A I5 BR. CA,Stream,38.60073806,-121.5044,NAD83
383609121293200,AMERICAN R 1 MI AB MOUTH CA,Stream,38.6024047,-121.4932886,NAD83
383610121455801,WILLOW SLOUGH A HWY 113 CA,Stream,38.60268349,-121.7671849,NAD83
383615121185100,AMERICAN R A RANCHO CORDOVA PARK CA,Stream,38.60407186,-121.3152284,NAD83
383626121230800,STRONG RANCH SLOUGH A CCC NR SACRAMENTO CA,Stream,38.6071271,-121.3866191,NAD83
383630121214300,STRONG RANCH SLOUGH A ECHS NR SACRAMENTO CA,Stream,38.60823827,-121.3630074,NAD83
383632120365101,MF COSUMNES R NR OMO RANCH CA,Stream,38.60888889,-120.6141667,NAD83
383711121495801,YOLO CENTRAL CN SPILL TO WILLOW SLOUGH NR WOODLAND,Stream,38.6196275,-121.8338537,NAD83
383714121170200,AMERICAN R NR UP ROSSMOR BAR CA,Stream,38.6204604,-121.2849498,NAD83
383726121272101,ARCADE C A NORWOOD AVE AT N SACRAMENTO CA,Stream,38.62379318,-121.4568988,NAD83
383729121181000,AMERICAN R A LO ROSSMOR BAR CA,Stream,38.6246269,-121.3038392,NAD83
383749121433701,WILLOW SLOUGH NR WOODLAND CA,Stream,38.630183,-121.7280175,NAD83
383751121172200,AMERICAN R A SAN JUAN RAPIDS CA,Stream,38.63073789,-121.2905056,NAD83
383810121155000,AMERICAN R A SUNRISE BIKE BR. CA,Stream,38.63601559,-121.2649494,NAD83
383816121115001,ALDER C A FOLSOM BLVD NR NIMBUS CA,Stream,38.6376823,-121.198281,NAD83
383824121091601,ALDER C A PRAIRIE CITY RD NR FOLSOM CA,Stream,38.6399045,-121.155502,NAD83
383834121083801,UNNAMED TRIB TO ALDER C NR FOLSOM CA,Stream,38.64268225,-121.1449463,NAD83
383840121595001,SF COTTONWOOD SLOUGH A HEADWATER NR ESPARTO CA,Stream,38.6445833,-121.9972778,NAD83
383844121084001,UNNAMED TRIB TO ALDER C A IRON PT RD NR FOLSOM CA,Stream,38.64555556,-121.1444444,NAD83
383859121110701,WILLOW C .1 MI US LK NATOMA NR FOLSOM CA,Stream,38.64962645,-121.1863363,NAD83
383859121112601,WILLOW C A LK NATOMA NR FOLSOM CA,Stream,38.64962644,-121.1916142,NAD83
383922119400001,MONITOR C BL HEENAN LK NR MARKLEEVILLE CA,Stream,38.65601808,-119.6676732,NAD83
383927121100201,WILLOW C A SIBLEY RD NR FOLSOM CA,Stream,38.65740404,-121.1682803,NAD83
383944121363901,SACRAMENTO R A R MILE 69.5 NR BRYTE CA,Stream,38.66221944,-121.6107194,NAD83
383954119412901,MONITOR C AB LEXINGTON C NR MARKLEEVILLE CA,Stream,38.66490656,-119.6923963,NAD83
383956119412401,LEXINGTON CYN C A HWY 89 NR MARKLEEVILLE CA,Stream,38.66555556,-119.69,NAD83
383956119413501,MONITOR C AB GOSKEY C NR MARKLEEVILLE CA,Stream,38.66546209,-119.694063,NAD83
383959119413501,GOSKEY C AB HWY 89 NR MARKLEEVILLE CA,Stream,38.6662954,-119.694063,NAD83
384006121084601,WILLOW C A E BIDWELL ST NR FOLSOM CA,Stream,38.6682371,-121.1471686,NAD83
384010121090601,HUMBUG C A E BIDWELL ST NR FOLSOM CA,Stream,38.66934818,-121.1527243,NAD83
384026121521201,W ADAMS CN A SALISBURY SPILL CA,Stream,38.6737932,-121.8710775,NAD83
384027121373401,SACRAMENTO R A HWY 5 NR WOODLAND CA,Stream,38.67407056,-121.6271816,NAD83
384030121063601,WILLOW C A GOLF LINKS DRIVE NR FOLSOM CA,Stream,38.67490365,-121.1110566,NAD83
384030121373601,SACRAMENTO R A ALAMAR CA,Stream,38.67490388,-121.6277372,NAD83
384034121374100,SACRAMENTO R A I5 BRIDGE NR BRYTE CA,Stream,38.67601498,-121.6291262,NAD83
384039121423401,CACHE C SETTLING BASIN OUTFLOW AT SW CORNER,Stream,38.6775,-121.7094444,NAD83
384041121402601,CACHE C SETTLING BASIN SITE C NR WOODLAND CA,Stream,38.6779347,-121.6749266,NAD83
384041121410301,CACHE C SETTLING BASIN SITE B NR WOODLAND CA,Stream,38.6779346,-121.6852046,NAD83
384042121402101,CACHE C SETTLING BASIN FISH CAGE 39 NR WOODLAND CA,Stream,38.67834444,-121.6725,NAD83
384042121402601,CACHE C SETTLING BASIN SEDIMENT LOC 76 NR WOODLAND,Stream,38.67831389,-121.6739472,NAD83
384042121402602,CACHE C SETTLING BASIN SEDIMENT LOC 77 NR WOODLAND,Stream,38.6784,-121.6739,NAD83
384042121404601,CACHE C SETTLING BASIN FISH CAGE 14 NR WOODLAND CA,Stream,38.6783861,-121.6795528,NAD83
384042121404801,CACHE C SETTLING BASIN SEDIMENT LOC 73 NR WOODLAND,Stream,38.6784472,-121.6799778,NAD83
384042121404802,CACHE C SETTLING BASIN SEDIMENT LOC 74 NR WOODLAND,Stream,38.6783611,-121.6799778,NAD83
384042121404803,CACHE C SETTLING BASIN SEDIMENT LOC 75 NR WOODLAND,Stream,38.678325,-121.6799833,NAD83
384042121421801,CACHE C SETTLING BASIN FISH CAGE 10 NR WOODLAND CA,Stream,38.67830556,-121.705111,NAD83
384043121402301,CACHE C SETTLING BASIN SITE D NR WOODLAND CA,Stream,38.67851527,-121.6741275,NAD83
384043121402401,CACHE C SETTLING BASIN FISH CAGE 15 NR WOODLAND CA,Stream,38.678625,-121.6734667,NAD83
384043121402601,CACHE C SETTLING BASIN SEDIMENT LOC 78 NR WOODLAND,Stream,38.67851389,-121.6739528,NAD83
384043121402602,CACHE C SETTLING BASIN SEDIMENT LOC 79 NR WOODLAND,Stream,38.67851389,-121.6739528,NAD83
384043121402603,CACHE C SETTLING BASIN SEDIMENT LOC 80 NR WOODLAND,Stream,38.6785722,-121.6739444,NAD83
384043121404801,CACHE C SETTLING BASIN SEDIMENT LOC 71 NR WOODLAND,Stream,38.6786611,-121.6799833,NAD83
384043121404802,CACHE C SETTLING BASIN SEDIMENT LOC 72 NR WOODLAND,Stream,38.67850278,-121.6799639,NAD83
384043121410901,CACHE C FISH CAGE 11 NR WOODLAND CA,Stream,38.6787361,-121.6857639,NAD83
384043121423501,CACHE C SETTLING BASIN FISH CAGE 8 NR WOODLAND CA,Stream,38.67870556,-121.7097,NAD83
384044121423201,CACHE C SETTLING BASIN SITE E NR WOODLAND CA,Stream,38.6787933,-121.709962,NAD83
384045121404801,CACHE C SETTLING BASIN SEDIMENT LOC 70 NR WOODLAND,Stream,38.67910278,-121.6800444,NAD83
384046121423201,CACHE C SETTLING BASIN SEDIMENT LOC 95 NR WOODLAND,Stream,38.67957778,-121.7088972,NAD83
384046121423401,CACHE C SEASONAL WETLD IN SETTLING BAS NR WOODLAND,Stream,38.67944444,-121.7094444,NAD83
384046121423701,CACHE C SETTLING BASIN EXPLORE 5 NR WOODLAND CA,Stream,38.67945,-121.7103167,NAD83
384047121404801,CACHE C SETTLING BASIN SEDIMENT LOC 69 NR WOODLAND,Stream,38.67980278,-121.6800639,NAD83
384047121405601,CACHE C SETTLING BASIN SEDIMENT LOC 106 NR WOOD'LD,Stream,38.67960278,-121.6823278,NAD83
384047121423101,CACHE C SETTLING BASIN SEDIMENT LOC 96 NR WOODLAND,Stream,38.67976667,-121.7085694,NAD83
384048121402501,CACHE C SETTLING BASIN SEDIMENT LOC 82 NR WOODLAND,Stream,38.6799,-121.6736194,NAD83
384048121402601,CACHE C SETTLING BASIN SED SITE 1B NR WOODLAND CA,Stream,38.6801111,-121.6739722,NAD83
384048121405801,CACHE C SETTLING BASIN SEDIMENT LOC 105 NR WOOD'LD,Stream,38.680025,-121.6827972,NAD83
384049121413801,CACHE C SETTLING BASIN SEDIMENT LOC 49 NR WOODLAND,Stream,38.68039444,-121.6938139,NAD83
384050121413601,CACHE C SETTLING BASIN SEDIMENT LOC 99 NR WOODLAND,Stream,38.6804472,-121.6934528,NAD83
384051121403001,CACHE C SETTLING BASIN SED SITE 1A NR WOODLAND CA,Stream,38.681,-121.6750278,NAD83
384051121421701,CACHE C SETTLING BASIN SEDIMENT LOC 98 NR WOODLAND,Stream,38.6809611,-121.7047417,NAD83
384052121403201,CACHE C SETTLING BASIN SEDIMENT LOC 91 NR WOODLAND,Stream,38.68101944,-121.67545,NAD83
384052121403701,CACHE C SETTLING BASIN SEDIMENT LOC 112 NR WOOD'LD,Stream,38.68123889,-121.676875,NAD83
384052121404101,CACHE C SETTLING BASIN SEDIMENT LOC 107 NR WOOD'LD,Stream,38.68098056,-121.6781806,NAD83
384052121411501,CACHE C SETTLING BASIN SEDIMENT LOC 104 NR WOOD'LD,Stream,38.68109444,-121.68755,NAD83
384052121423801,CACHE C SETTLING BASIN SEDIMENT LOC 93 NR WOODLAND,Stream,38.68099167,-121.7105778,NAD83
384052121424001,CACHE C SETTLING BASIN SEDIMENT LOC 94 NR WOODLAND,Stream,38.6810083,-121.711075,NAD83
384054121402701,CACHE C SETTLING BASIN SEDIMENT LOC 109 NR WOOD'LD,Stream,38.68162778,-121.6741778,NAD83
